geneID	d07ctrl031	d07ctrl032	d07ctrl033	d07ctrl034	d07ctrl035	d07ctrl036	d07ctrl037	d07ctrl038	d07ctrl039	d07ctrl040	d07sub041	d07sub042	d07sub043	d07sub044	d07sub045	d07sub046	d07sub047	d07sub048	d07sub049	d07sub050	d07ther051	d07ther052	d07ther053	d07ther054	d07ther055	d07ther056	d07ther057	d07ther058	d07ther059	d07ther060	d35ctrl091	d35ctrl092	d35ctrl093	d35ctrl094	d35ctrl095	d35ctrl096	d35ctrl097	d35ctrl098	d35ctrl099	d35ctrl100	d35sub101	d35sub102	d35sub103	d35sub104	d35sub105	d35sub106	d35sub107	d35sub108	d35sub109	d35sub110	d35ther111	d35ther112	d35ther113	d35ther114	d35ther115	d35ther116	d35ther117	d35ther118	d35ther119	d35ther120	d78ctrl181	d78ctrl182	d78ctrl183	d78ctrl184	d78ctrl185	d78ctrl186	d78ctrl187	d78ctrl188	d78ctrl189	d78ex1sub	d78ex2sub	d78ex3sub	d78sub191	d78sub192	d78sub193	d78sub194	d78sub195	d78sub196	d78sub197	d78sub198	d78sub199	d78sub200	d78ther201	d78ther202	d78ther203	d78ther204	d78ther205	d78ther206	d78ther207	d78ther208	d78ther209	d78ther210
gene_1017907	9	15	102	2	4	22	12	4	16	51	37	13	0	4	2	9	2	3	1	2	0	12	9	6	0	26	20	0	3	24	8	11	10	11	7	3	3	1	6	14	2	38	5	2	5	4	1	25	6	6	7	1	1	6	2	18	1	1	1	7	99	41	20	83	47	38	32	27	29	9	1	21	4	0	44	4	29	13	8	34	4	17	10	3	5	4	10	6	1	8	5	9
gene_1023996	0	2	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	23	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene_1028747	41	11	4	0	8	3	2	24	3	12	16	8	8	0	13	0	7	23	9	10	5	29	7	12	2	16	4	1	17	17	0	2	0	0	0	0	3	0	0	1	0	1	1	1	0	3	1	3	0	0	10	0	2	0	3	1	1	8	1	4	1	0	1	0	3	0	0	0	1	0	0	0	1	0	8	0	2	1	0	0	1	0	3	21	4	14	1	3	3	0	2	0
gene_1028748	303	82	21	5	73	16	7	178	10	92	131	72	112	20	82	11	55	163	100	62	35	185	30	158	11	79	24	2	104	156	0	1	2	8	3	0	2	0	0	2	4	4	6	5	0	15	4	12	3	3	201	6	13	8	6	5	3	10	16	19	3	2	3	2	2	1	0	3	7	0	0	2	8	2	21	0	0	2	3	3	1	1	22	74	2	48	4	9	6	3	5	3
gene_1055257	425	146	70	1	55	114	239	1299	71	159	2	1	0	1	0	0	0	4	0	2	0	3	2	0	1	3	0	0	1	0	67	170	173	434	397	177	394	73	75	257	91	48	49	106	29	206	34	269	39	3	0	0	0	0	0	0	0	0	0	1	2	4	8	4	6	13	6	0	8	0	5	0	5	9	16	2	0	1	0	4	5	5	4	31	10	38	4	7	11	2	2	2
gene_1055467	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	0	0	5	1	112	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	21	0	12	16	33	6	0	2	110	5	362	49	215	152	1	14	3	1	65	272	117	340	58	60	974	53	1501	84	88	16	135
gene_1059415	1	15	0	0	0	2	2	1	0	1	0	5	0	0	14	1	1	3	0	19	1	1	1	1	2	0	3	0	0	0	0	2	0	1	4	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	2	0	2	1	0	0	2	0	2	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0
gene_1061996	213	64	27	5	77	16	3	121	6	48	151	89	92	16	76	8	28	213	85	52	13	120	29	138	17	69	22	3	81	81	1	4	0	7	1	1	9	1	1	1	4	3	7	2	0	12	3	23	2	7	210	8	7	6	11	14	4	11	5	8	2	1	14	3	3	2	1	0	6	3	0	0	9	0	16	1	1	0	3	1	1	2	10	84	4	45	0	5	3	5	13	5
gene_1062008	177	36	26	2	82	10	2	137	9	71	100	111	125	13	57	12	33	174	92	66	16	113	38	148	12	51	18	2	114	103	2	7	4	7	0	0	6	0	1	2	3	8	2	0	0	9	3	28	0	1	221	6	4	6	11	3	4	19	2	10	3	0	3	1	3	1	0	4	10	3	1	0	8	0	16	0	1	3	0	0	0	1	13	55	4	41	3	4	2	2	9	4
gene_1065706	131	47	17	2	61	8	0	147	2	57	80	89	34	12	52	13	13	156	34	51	13	80	31	106	6	42	30	2	78	70	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	1	0	4	0	0	27	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	2	0	1	0	0	1	1
gene_1066577	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
gene_1066737	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	2	2	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	5	7	17	9	24	1	9	22	3	0	2	21	9	0	1	14	40	2	10	46	0	0	0	1	4	0	0	0	3	21
gene_1086474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	14	10	6	9	8	6	6	1	1	12	4	2	1	5	8	5	36	2	0	1	0	1	0	10	0	0	0	6	1	7
gene_1098692	11	17	16	0	3	5	15	0	4	5	7	7	1	18	30	22	19	6	0	15	36	23	3	4	28	11	31	0	1	3	0	4	3	5	21	1	0	6	7	25	19	0	0	7	1	0	0	1	0	0	0	7	27	0	1	1	3	3	0	5	11	2	8	6	11	29	5	7	7	0	10	0	2	2	27	1	8	4	24	153	37	46	21	4	6	6	2	8	11	456	11	7
gene_1123692	532	123	54	4	115	22	4	307	18	131	236	158	202	29	124	16	74	317	173	125	65	221	60	274	23	122	42	4	180	221	0	4	4	8	3	2	10	0	0	7	9	13	14	2	2	31	7	35	2	7	378	14	7	12	12	17	4	25	16	24	3	4	7	1	8	5	2	3	23	1	1	6	10	0	27	1	0	7	4	2	3	4	31	151	10	94	9	24	22	7	18	11
gene_1128721	15	27	0	77	5	0	2	3	1	0	45	4	3	11	150	95	454	15	0	9	305	137	5	1	178	20	144	0	5	7	0	2	14	22	5	1	8	4	18	4	5	0	74	26	23	74	1	179	8	0	9	25	3	52	0	18	29	3	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1129240	0	2	4	1	1	0	1	2	0	2	18	5	0	2	4	5	0	6	0	1	0	2	0	5	2	3	2	0	2	11	0	2	0	0	0	0	1	0	0	1	2	0	0	0	2	1	2	0	2	1	3	0	0	6	2	0	0	0	0	0	7	2	0	2	7	3	2	4	5	0	0	2	0	0	0	1	0	1	2	2	1	6	0	2	2	1	0	2	0	2	2	5
gene_1144465	297	64	37	3	97	13	4	219	6	107	157	110	106	19	74	11	46	243	82	82	28	156	31	164	9	77	34	3	131	125	0	2	2	1	0	0	4	0	0	2	5	9	3	2	1	3	0	7	0	0	105	3	2	0	1	3	1	7	6	10	0	0	0	1	2	3	0	1	7	0	0	2	4	0	9	2	1	2	0	0	0	0	8	27	2	14	0	0	0	1	2	0
gene_1144466	334	87	54	2	140	22	2	288	8	142	211	156	115	30	111	8	55	277	119	62	34	189	39	234	24	97	35	3	157	181	2	3	0	3	0	0	4	1	0	1	0	8	1	0	0	16	0	7	0	1	104	2	1	4	4	3	3	3	4	1	1	1	8	1	1	1	0	0	6	0	0	0	7	0	8	0	2	2	1	1	0	0	2	27	3	18	1	2	2	1	2	4
gene_1144468	105	30	18	2	36	4	1	89	5	47	85	58	44	13	23	9	17	89	44	18	8	47	8	60	4	38	5	3	52	50	0	0	0	1	1	1	3	0	0	0	0	0	2	0	0	7	0	5	1	0	25	1	1	1	0	2	0	3	5	3	0	0	3	1	1	0	0	0	2	0	0	1	2	1	5	0	1	0	0	0	2	0	0	11	1	4	2	1	2	0	1	1
gene_1144469	75	19	5	2	29	4	0	67	2	21	42	27	38	5	37	0	16	78	35	26	10	56	11	60	5	30	19	1	42	36	0	1	0	0	1	1	2	0	0	1	2	8	1	0	0	7	3	6	0	6	63	2	2	1	3	0	1	1	3	10	0	1	1	3	1	0	0	0	3	0	0	1	5	1	5	0	1	0	1	0	1	0	5	24	2	13	0	3	2	0	4	0
gene_1155404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	33	2	4	0	0	0	0	2	32	1	0	30	0	0	153	3	1	0	0	2	4	0	0	0	4	0	2	4	0	1	6	2	3	0	0	25	7	10	11	15	40	1	8	3	9	5	46	25	11	1	1	21	15	11	47	18	5	8
gene_1155997	10	0	0	1	0	0	7	0	0	1	11	0	9	5	51	54	26	11	6	5	60	112	101	7	10	1	37	0	12	3	1	4	7	27	0	14	7	14	1	6	35	0	2	16	13	5	28	8	28	0	26	5	0	6	2	0	15	12	11	11	0	6	1	3	1	0	2	0	0	8	1	0	0	2	10	0	0	0	0	0	0	0	1	0	9	3	0	1	7	0	4	1
gene_1157306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1158389	539	98	69	8	123	17	2	290	14	98	190	143	168	26	155	21	66	311	141	105	62	204	53	231	24	133	36	5	179	199	0	12	3	6	5	6	22	2	0	6	4	10	6	1	1	23	12	26	1	5	316	9	11	6	17	4	5	11	15	26	1	0	7	3	6	5	0	2	17	3	0	3	9	1	32	0	1	8	8	1	2	3	30	139	6	85	8	8	8	5	23	2
gene_1179220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	3	0	0	0	5	7	0	1	0	1	0	1	2	10	12	0	0	0	1	0	0	0	3	0	0	0	0	15	2
gene_1190788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
gene_1217630	91	4	4	2	1	6	3	31	4	14	0	0	4	0	2	1	1	7	0	6	2	4	2	1	0	0	1	0	0	0	12	21	16	5	12	4	7	3	3	14	5	3	3	6	10	25	3	10	6	6	10	9	2	7	16	7	1	17	31	22	118	19	24	11	118	6	142	149	28	26	7	82	10	20	48	41	22	62	68	22	15	44	41	26	13	49	13	47	40	28	94	26
gene_1227495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	6	1	2	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_125189	1	0	2	0	0	0	3	0	0	1	0	1	0	0	0	0	5	0	0	4	0	0	1	0	0	1	6	0	0	1	0	9	8	0	0	0	3	12	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	7	0	1	7	2	25	11	3	0	21	10	34	3	15	25	5	23	4	21	22	108	9	4	9	1	3	0	4	1	26	8	4
gene_1286160	277	10	0	50	7	11	6	55	8	42	6	2	6	11	6	7	5	11	2	4	1	14	25	10	5	5	10	0	15	12	1	4	7	7	0	1	1	1	5	3	1	5	0	8	1	1	6	6	0	4	0	0	1	6	9	6	5	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0
gene_1304258	0	3	0	0	1	1	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	3	2	3	2	1	2	2	1	0	1	1	0	0	0	12	1	0	2	4	0	1	1	2	0	1	0	2	0	5	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	3	0	1	1	1	1	1	0	0
gene_1310149	493	146	66	11	165	27	5	387	8	157	306	161	257	28	139	13	70	399	137	128	71	261	68	356	35	139	58	8	198	259	0	7	6	4	6	4	25	1	1	6	4	19	10	3	2	27	5	47	2	9	409	14	6	7	9	5	10	25	15	29	3	2	10	3	2	6	0	8	20	2	1	6	12	2	37	0	4	3	3	3	1	0	34	128	9	105	7	16	22	7	19	6
gene_1310150	200	55	29	6	73	6	7	133	5	42	114	101	100	10	86	14	39	172	85	52	32	115	29	123	10	73	15	3	110	126	2	8	2	5	4	1	14	0	0	1	2	7	5	1	1	7	3	16	2	3	204	5	3	3	7	5	3	16	5	23	3	2	3	0	0	1	1	0	5	2	0	1	5	0	10	5	3	0	0	2	1	0	16	65	1	36	6	4	5	4	5	7
gene_1324351	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	12	7	0	1	20	4	0	9	5	0	14	2	4	7	2	1	3	1	6	0	0	2	3	8	1	6	10	7
gene_1343783	232	53	38	2	57	10	0	147	8	66	104	77	64	18	58	10	26	155	74	48	29	129	20	115	16	53	27	8	92	103	0	2	1	2	2	2	12	0	0	1	2	6	2	3	0	8	6	12	0	3	133	8	3	4	2	1	2	2	4	7	0	4	11	0	0	1	0	1	1	0	0	2	3	1	13	0	0	1	0	0	0	2	12	37	3	17	2	3	4	1	7	2
gene_1361519	4	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	76	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	42	0	7	0	0	0	0	0	0	0	0	0	0	0	0
gene_13622	0	20	40	0	12	6	2	0	70	101	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	5	75	6	0	21	7	363	6	65	11	2	3919	49	8	22	2	3	206	9	264	0	0	17	0	1	10	4	0	0	2	1115	456	789	747	515	791	617	771	932	265	106	1461	346	106	1770	929	670	1531	1325	261	280	1295	442	190	53	240	142	143	29	420	539	536
gene_1365070	2	4	1	0	3	0	0	1	0	4	0	5	3	1	1	0	0	4	2	1	5	13	1	2	1	1	2	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
gene_1401649	5	4	7	0	0	3	1	2	1	1	0	2	0	2	5	14	3	0	0	2	22	27	36	0	11	78	4	0	0	0	2	3	5	4	5	1	5	7	4	5	8	0	0	2	2	0	4	13	5	0	0	5	5	5	2	1	2	11	3	2	0	2	3	9	1	3	1	2	5	0	1	1	3	1	9	0	3	3	1	0	3	1	5	3	3	2	4	1	6	7	0	4
gene_1404933	0	1	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	7	1	11	1	11	34	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	149	94	227	93	85	98	175	221	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1411594	235	72	40	5	88	10	0	117	8	72	133	108	100	21	84	6	47	182	80	48	34	142	42	126	9	54	25	1	108	144	0	3	1	5	3	1	10	0	2	3	4	3	1	1	0	16	2	12	3	2	228	8	5	3	7	4	11	13	9	14	2	1	9	6	0	0	1	2	13	5	0	2	4	3	17	0	3	0	0	2	0	1	20	70	2	46	2	7	3	3	7	10
gene_142345	28	10	2	1	16	0	0	11	0	5	2	3	37	1	14	1	6	22	17	8	1	9	6	25	0	7	2	0	13	5	1	0	0	3	1	0	0	0	0	0	1	0	2	0	0	1	0	5	0	0	133	0	0	8	5	1	1	3	1	6	1	0	1	2	0	1	0	1	2	1	0	0	5	0	10	0	0	0	0	0	0	0	11	19	1	9	1	3	1	2	0	0
gene_142346	23	7	2	0	13	0	1	16	4	3	8	10	63	2	16	2	8	25	30	13	2	15	7	36	2	7	2	3	23	10	1	0	2	0	2	2	2	0	0	2	3	3	0	1	0	1	0	7	2	1	174	4	3	4	3	3	0	4	4	11	0	3	1	0	2	0	0	0	4	1	0	1	8	0	9	0	0	2	0	0	0	0	4	21	0	19	0	2	1	0	4	4
gene_1443318	10	3	3	0	1	0	0	2	3	0	24	4	11	7	6	1	6	23	3	5	5	41	14	28	2	12	1	0	13	39	0	1	2	5	4	2	11	0	1	2	4	5	2	1	0	4	0	12	0	1	18	4	0	1	6	3	2	4	7	1	0	0	7	1	1	0	0	1	4	0	0	0	2	2	10	2	0	1	0	0	1	0	3	52	1	14	0	2	1	4	9	2
gene_1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038	628	1106	825	756	718	978	1163	1385	196	153	2363	410	333	2451	716	517	904	2162	912	624	1068	559	647	329	575	480	585	29	406	689	1044
gene_1462485	120	72	9	43	43	27	11	47	14	3	334	97	21	116	84	130	48	49	17	68	26	75	66	114	65	101	50	4	30	292	35	26	44	29	22	44	24	25	21	51	121	66	34	24	93	48	70	110	58	31	126	41	28	203	47	69	35	55	50	143	17	13	16	20	8	19	16	15	12	33	15	59	23	36	99	24	24	32	58	58	34	38	86	51	35	45	11	25	62	44	39	60
gene_1462486	81	41	5	16	26	20	5	18	4	5	262	73	27	61	53	54	36	26	16	40	18	37	40	60	27	62	36	3	14	166	21	19	37	11	18	21	14	12	7	33	62	36	24	15	46	30	47	39	41	14	77	21	18	111	38	49	19	36	25	74	6	6	14	8	3	7	13	18	3	22	10	41	14	13	55	17	16	14	38	34	12	18	43	28	17	23	11	18	39	14	19	38
gene_148063	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	2	1	5	0	1	0	2	8	1	1	15	22	0	5	15	20	34	5	0	0	0	1	7	1	0	11	1	0
gene_1491013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	7	0	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	2	5	1	1	0	4	0	0	3	0	2	2	1	3	3	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	2	3	0	0	0	1	0	2	3	0	1	0	6	5	8
gene_1494688	44	2	3	3	5	2	1	13	6	5	4	2	0	1	1	0	5	5	0	4	0	3	5	2	0	1	0	1	0	3	5	11	5	12	5	1	2	2	1	8	1	3	0	1	6	7	7	4	3	3	1	6	3	3	6	3	2	2	19	5	30	11	5	14	48	6	27	80	28	38	13	86	2	30	57	36	27	33	72	22	31	37	15	7	9	15	1	23	25	3	40	8
gene_1511740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	1	3	8	0	4	4	0	36	0	6	3	6	3	1	2	37	0	0	42	0	10	3	3	5	3
gene_1522048	3	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	6	0	3	0	0	1	0	2	0	8	1	63	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gene_1523354	60	12	17	0	24	5	0	55	3	23	31	32	44	8	19	6	8	66	22	18	12	37	6	64	4	13	12	0	41	54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	46	0	0	0	3	2	0	3	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	7	2	7	0	2	1	1	2	0
gene_1524011	158	45	23	2	59	15	2	114	4	49	90	72	82	12	56	6	27	148	76	57	15	138	36	112	10	42	27	1	89	97	1	3	6	8	4	1	9	0	0	2	3	6	4	3	1	13	4	5	2	1	178	5	0	4	15	8	0	4	4	8	0	0	1	0	2	1	0	4	4	1	0	3	5	0	18	1	2	0	0	0	0	0	16	63	4	48	0	5	3	1	11	7
gene_1524716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	2	8	1	0	1	5	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	33	1	4	23	0	0	31	18	16	26	0	26	1	6	2	5	14	33	7	135	42	8	27	9	43	10	25	66	51
gene_1561125	4	0	1	0	0	0	0	13	0	1	3	0	2	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	2	0	0	0	1	0	0	2	0	0	8	0	3	0	5	0	5	6	0	0	0	1	1	0	7	0	5	3	0	1	0	0	0	0	2	0	0	1	0	0	4	1
gene_1570339	16	8	1	2	17	0	0	6	0	6	7	2	70	0	9	2	8	25	22	5	8	7	1	34	1	4	0	0	14	6	0	0	1	0	0	2	2	0	0	3	2	5	3	2	0	7	1	9	0	9	134	4	2	0	3	1	0	3	0	17	1	0	1	0	0	0	0	1	2	0	0	0	0	0	3	0	1	0	1	0	1	1	5	14	1	8	0	1	5	0	7	1
gene_1570936	3	2	1	0	2	0	0	3	0	0	0	0	2	2	1	0	0	2	0	1	2	15	0	2	1	0	2	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0
gene_1571588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	11	0	3	3	2	3	0	0	0	1	0	6	3	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0
gene_1577145	3	3	0	0	1	1	6	0	5	0	0	3	1	0	2	2	1	2	0	8	5	3	2	0	0	4	7	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	4	0	0	0	1	1	2	2	0	1	1	3	0	4	0	0	0	1	0	0	0	1	0	0	0	3	0	2	6	0	8	4	1	1	1	0	0	0	0	4	0	2	0	1	2	0	2	2
gene_1586325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
gene_1605968	1	0	0	0	11	0	0	0	8	1	0	0	0	0	3	1	4	1	3	0	2	1	9	3	2	10	4	0	1	0	3	3	2	5	22	2	15	6	7	7	2	2	2	15	10	3	7	1	5	0	3	21	1	4	4	15	6	2	6	2	2	3	3	1	4	2	0	2	2	5	0	9	3	2	5	1	4	5	2	4	5	8	6	1	6	1	2	2	1	2	11	6
gene_160753	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	7	0	0	0	0	10	0	0	2	1	0	10	3	2	0	0	8	1	1	2	0	1	5	4	0	0	0	1	0	0	0	0	16	0	8	1	7	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2
gene_1634341	1	48	54	0	2	3	29	29	22	7	86	46	6	50	0	216	2	14	71	9	9	36	28	8	8	5	2	0	53	0	20	16	30	27	25	53	39	14	13	8	8	29	6	19	7	7	4	12	11	16	1	17	4	65	9	4	2	65	13	24	17	4	10	8	11	6	0	34	3	6	4	22	3	14	32	5	18	8	7	14	1	9	4	3	7	31	1	10	23	3	2	12
